Forest,Plot,PlotArea,SubPlot,TreeFieldNum,idTree,Lat,Lon,Family,Genus,Species,BotaSource,BotaCertainty,idVern,VernName,CommercialSp,CensusYear,CensusDate,CensusDateCertainty,CodeAlive,MeasCode,Circ,CircCorr,CorrCode
BAFOG,I,4,1,1,1,5.487620831,-53.9769783,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1968,01/01/1968,FAUX,VRAI,0,85.09999847,85.09999847,0
BAFOG,I,4,1,1,1,5.487620831,-53.9769783,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1970,01/01/1970,FAUX,VRAI,0,93,93,0
BAFOG,I,4,1,1,1,5.487620831,-53.9769783,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1981,01/01/1981,FAUX,VRAI,0,99.90000153,99.90000153,0
BAFOG,I,4,1,1,1,5.487620831,-53.9769783,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1984,01/01/1984,FAUX,VRAI,0,125,125,0
BAFOG,I,4,1,1,1,5.487620831,-53.9769783,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1987,01/01/1987,FAUX,VRAI,0,127.9000015,127.9000015,0
BAFOG,I,4,1,2,2,5.487564087,-53.97696686,Moraceae,Indet.Moraceae,Indet.,Bota,1,1273,pulo paya,FAUX,1968,01/01/1968,FAUX,VRAI,0,60.90000153,60.90000153,0
BAFOG,I,4,1,2,2,5.487564087,-53.97696686,Moraceae,Indet.Moraceae,Indet.,Bota,1,1273,pulo paya,FAUX,1970,01/01/1970,FAUX,VRAI,0,61.90000153,61.90000153,0
BAFOG,I,4,1,2,2,5.487564087,-53.97696686,Moraceae,Indet.Moraceae,Indet.,Bota,1,1273,pulo paya,FAUX,1981,01/01/1981,FAUX,VRAI,0,67.90000153,67.90000153,0
BAFOG,I,4,1,2,2,5.487564087,-53.97696686,Moraceae,Indet.Moraceae,Indet.,Bota,1,1273,pulo paya,FAUX,1984,01/01/1984,FAUX,VRAI,0,69.09999847,69.09999847,0
BAFOG,I,4,1,2,2,5.487564087,-53.97696686,Moraceae,Indet.Moraceae,Indet.,Bota,1,1273,pulo paya,FAUX,1987,01/01/1987,FAUX,VRAI,0,71.90000153,71.90000153,0
BAFOG,I,4,1,3,3,5.487530231,-53.9769249,Moraceae,Brosimum,rubescens,Bota,3,114,satiné rubané,VRAI,1968,01/01/1968,FAUX,VRAI,0,62.79999924,62.79999924,0
BAFOG,I,4,1,3,3,5.487530231,-53.9769249,Moraceae,Brosimum,rubescens,Bota,3,114,satiné rubané,VRAI,1970,01/01/1970,FAUX,VRAI,0,58.09999847,58.09999847,0
BAFOG,I,4,1,3,3,5.487530231,-53.9769249,Moraceae,Brosimum,rubescens,Bota,3,114,satiné rubané,VRAI,1981,01/01/1981,FAUX,VRAI,0,58.09999847,58.09999847,0
BAFOG,I,4,1,3,3,5.487530231,-53.9769249,Moraceae,Brosimum,rubescens,Bota,3,114,satiné rubané,VRAI,1984,01/01/1984,FAUX,VRAI,0,58.09999847,58.09999847,0
BAFOG,I,4,1,3,3,5.487530231,-53.9769249,Moraceae,Brosimum,rubescens,Bota,3,114,satiné rubané,VRAI,1987,01/01/1987,FAUX,VRAI,0,59.09999847,59.09999847,0
BAFOG,I,4,1,4,4,5.487510681,-53.97689056,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,1968,01/01/1968,FAUX,VRAI,0,65,65,0
BAFOG,I,4,1,4,4,5.487510681,-53.97689056,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,1970,01/01/1970,FAUX,VRAI,0,65,65,0
BAFOG,I,4,1,4,4,5.487510681,-53.97689056,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,1981,01/01/1981,FAUX,VRAI,0,66.90000153,66.90000153,0
BAFOG,I,4,1,4,4,5.487510681,-53.97689056,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,1984,01/01/1984,FAUX,VRAI,0,86.09999847,86.09999847,0
BAFOG,I,4,1,4,4,5.487510681,-53.97689056,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,1987,01/01/1987,FAUX,VRAI,0,91.09999847,91.09999847,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1968,01/01/1968,FAUX,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1970,01/01/1970,FAUX,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1981,01/01/1981,FAUX,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1984,01/01/1984,FAUX,VRAI,0,132.8999939,132.8999939,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1987,01/01/1987,FAUX,VRAI,0,136,136,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,0,143.8999939,143.8999939,0
BAFOG,I,4,1,6,6,5.487489223,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,11,145,145,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1968,01/01/1968,FAUX,VRAI,0,65,65,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1970,01/01/1970,FAUX,VRAI,0,65,65,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1981,01/01/1981,FAUX,VRAI,0,66,66,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1984,01/01/1984,FAUX,VRAI,0,80.09999847,80.09999847,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1987,01/01/1987,FAUX,VRAI,0,85.09999847,85.09999847,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2004,08/12/2003,VRAI,VRAI,0,98,98,0
BAFOG,I,4,1,7,7,5.48747921,-53.9769249,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2008,01/01/2008,FAUX,VRAI,0,102,102,0
BAFOG,I,4,1,8,4716,5.487432957,-53.97691727,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1981,01/01/1981,FAUX,VRAI,0,59.09999847,59.09999847,0
BAFOG,I,4,1,8,4716,5.487432957,-53.97691727,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1984,01/01/1984,FAUX,VRAI,0,63.09999847,63.09999847,0
BAFOG,I,4,1,8,4716,5.487432957,-53.97691727,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,1987,01/01/1987,FAUX,VRAI,0,70.40000153,70.40000153,0
BAFOG,I,4,1,8,4716,5.487432957,-53.97691727,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2004,08/12/2003,VRAI,FAUX,6,70.40000153,70.40000153,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1968,01/01/1968,FAUX,VRAI,0,64.09999847,64.09999847,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1970,01/01/1970,FAUX,VRAI,0,66.90000153,66.90000153,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1981,01/01/1981,FAUX,VRAI,0,77.90000153,77.90000153,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1984,01/01/1984,FAUX,VRAI,0,80.09999847,80.09999847,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1987,01/01/1987,FAUX,VRAI,0,82,82,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,2,80.09999847,80.09999847,0
BAFOG,I,4,1,9,8,5.487466335,-53.97684479,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,80.11061267,80.11061267,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1968,01/01/1968,FAUX,VRAI,0,71,71,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1970,01/01/1970,FAUX,VRAI,0,73.80000305,73.80000305,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1981,01/01/1981,FAUX,VRAI,0,82.90000153,82.90000153,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1984,01/01/1984,FAUX,VRAI,0,85.09999847,85.09999847,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1987,01/01/1987,FAUX,VRAI,0,88,88,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,2,116.9000015,116.9000015,0
BAFOG,I,4,1,10,9,5.487469196,-53.97684097,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,116.8672467,116.8672467,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1968,01/01/1968,FAUX,VRAI,0,71,71,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1970,01/01/1970,FAUX,VRAI,0,73.80000305,73.80000305,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1981,01/01/1981,FAUX,VRAI,0,81.09999847,81.09999847,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1984,01/01/1984,FAUX,VRAI,0,82,82,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,1987,01/01/1987,FAUX,VRAI,0,85.09999847,85.09999847,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,2,105.9000015,105.9000015,0
BAFOG,I,4,1,11,10,5.487469196,-53.9768486,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,105.8716724,105.8716724,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1968,01/01/1968,FAUX,VRAI,0,73.80000305,73.80000305,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1970,01/01/1970,FAUX,VRAI,0,76,76,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1981,01/01/1981,FAUX,VRAI,0,80.09999847,80.09999847,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1984,01/01/1984,FAUX,VRAI,0,80.09999847,80.09999847,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1987,01/01/1987,FAUX,VRAI,0,81.09999847,81.09999847,0
BAFOG,I,4,1,12,11,5.487486362,-53.97677994,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,2004,08/12/2003,VRAI,FAUX,0,81.09999847,81.09999847,0
BAFOG,I,4,1,13,12,5.487537861,-53.97678757,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1968,01/01/1968,FAUX,VRAI,0,96.09999847,96.09999847,0
BAFOG,I,4,1,13,12,5.487537861,-53.97678757,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1970,01/01/1970,FAUX,VRAI,0,114,114,0
BAFOG,I,4,1,13,12,5.487537861,-53.97678757,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1981,01/01/1981,FAUX,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,13,12,5.487537861,-53.97678757,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1984,01/01/1984,FAUX,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,13,12,5.487537861,-53.97678757,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1987,01/01/1987,FAUX,VRAI,0,117.5,117.5,0
BAFOG,I,4,1,14,4717,5.487601757,-53.97693634,Chrysobalanaceae,Couepia,guianensis subsp. glandulosa,Bota,3,712,kwebi koko,FAUX,1981,01/01/1981,FAUX,VRAI,0,71,71,0
BAFOG,I,4,1,14,4717,5.487601757,-53.97693634,Chrysobalanaceae,Couepia,guianensis subsp. glandulosa,Bota,3,712,kwebi koko,FAUX,1984,01/01/1984,FAUX,VRAI,0,72.90000153,72.90000153,0
BAFOG,I,4,1,14,4717,5.487601757,-53.97693634,Chrysobalanaceae,Couepia,guianensis subsp. glandulosa,Bota,3,712,kwebi koko,FAUX,1987,01/01/1987,FAUX,VRAI,0,78.5,78.5,0
BAFOG,I,4,1,14,4717,5.487601757,-53.97693634,Chrysobalanaceae,Couepia,guianensis subsp. glandulosa,Bota,3,712,kwebi koko,FAUX,2004,08/12/2003,VRAI,VRAI,0,99,99,0
BAFOG,I,4,1,14,4717,5.487601757,-53.97693634,Chrysobalanaceae,Couepia,guianensis subsp. glandulosa,Bota,3,712,kwebi koko,FAUX,2008,01/01/2008,FAUX,VRAI,0,102.5,102.5,0
BAFOG,I,4,1,15,4718,5.487617493,-53.97685242,Combretaceae,Terminalia,amazonia,Bota,3,203,anangosi,VRAI,1981,01/01/1981,FAUX,VRAI,0,102.0999985,102.0999985,0
BAFOG,I,4,1,15,4718,5.487617493,-53.97685242,Combretaceae,Terminalia,amazonia,Bota,3,203,anangosi,VRAI,1984,01/01/1984,FAUX,VRAI,0,103,103,0
BAFOG,I,4,1,15,4718,5.487617493,-53.97685242,Combretaceae,Terminalia,amazonia,Bota,3,203,anangosi,VRAI,1987,01/01/1987,FAUX,VRAI,0,107.0999985,107.0999985,0
BAFOG,I,4,1,15,4718,5.487617493,-53.97685242,Combretaceae,Terminalia,amazonia,Bota,3,203,anangosi,VRAI,2004,08/12/2003,VRAI,VRAI,0,116.9000015,116.9000015,0
BAFOG,I,4,1,15,4718,5.487617493,-53.97685242,Combretaceae,Terminalia,amazonia,Bota,3,203,anangosi,VRAI,2008,01/01/2008,FAUX,VRAI,0,114.5,114.5,0
BAFOG,I,4,1,17,4719,5.48765707,-53.97686005,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1981,01/01/1981,FAUX,VRAI,0,112.1999969,112.1999969,0
BAFOG,I,4,1,17,4719,5.48765707,-53.97686005,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1984,01/01/1984,FAUX,VRAI,0,112.1999969,112.1999969,0
BAFOG,I,4,1,17,4719,5.48765707,-53.97686005,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,1987,01/01/1987,FAUX,VRAI,0,112.1999969,112.1999969,0
BAFOG,I,4,1,17,4719,5.48765707,-53.97686005,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,2004,08/12/2003,VRAI,VRAI,2,99,112.1999969,4
BAFOG,I,4,1,17,4719,5.48765707,-53.97686005,Fabaceae,Pterocarpus,Indet.,Bota,2,674,sabana guegue,FAUX,2008,01/01/2008,FAUX,VRAI,0,98.96016859,112.1601655,4
BAFOG,I,4,1,18,5077,5.487663269,-53.97680283,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,1984,01/01/1984,FAUX,VRAI,0,70.09999847,70.09999847,0
BAFOG,I,4,1,18,5077,5.487663269,-53.97680283,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,1987,01/01/1987,FAUX,VRAI,0,98,98,0
BAFOG,I,4,1,18,5077,5.487663269,-53.97680283,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2004,08/12/2003,VRAI,VRAI,0,186.8999939,186.8999939,0
BAFOG,I,4,1,18,5077,5.487663269,-53.97680283,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2008,01/01/2008,FAUX,VRAI,0,184,184,0
BAFOG,I,4,1,19,31542,5.487575054,-53.97690582,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2004,08/12/2003,VRAI,VRAI,0,44.59999847,44.59999847,0
BAFOG,I,4,1,19,31542,5.487575054,-53.97690582,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2008,01/01/2008,FAUX,VRAI,0,45,45,0
BAFOG,I,4,1,20,31543,5.487466812,-53.9769516,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2004,08/12/2003,VRAI,VRAI,0,59.40000153,59.40000153,0
BAFOG,I,4,1,20,31543,5.487466812,-53.9769516,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2008,01/01/2008,FAUX,FAUX,0,59.4,59.4,0
BAFOG,I,4,1,21,31544,5.487447739,-53.97688675,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2004,08/12/2003,VRAI,VRAI,0,34.59999847,34.59999847,0
BAFOG,I,4,1,21,31544,5.487447739,-53.97688675,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2008,01/01/2008,FAUX,VRAI,11,35,35,0
BAFOG,I,4,1,22,31545,5.487520695,-53.97689819,Euphorbiaceae,Conceveiba,guianensis,Bota,3,601,kusisi,FAUX,2004,08/12/2003,VRAI,VRAI,0,48.40000153,48.40000153,0
BAFOG,I,4,1,22,31545,5.487520695,-53.97689819,Euphorbiaceae,Conceveiba,guianensis,Bota,3,601,kusisi,FAUX,2008,01/01/2008,FAUX,FAUX,0,48.4,48.4,0
BAFOG,I,4,1,23,31546,5.487521648,-53.97695923,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,0,35.5,35.5,0
BAFOG,I,4,1,23,31546,5.487521648,-53.97695923,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,FAUX,4,35.5,35.5,0
BAFOG,I,4,1,24,31547,5.487551212,-53.97690582,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2004,08/12/2003,VRAI,VRAI,0,99,99,0
BAFOG,I,4,1,24,31547,5.487551212,-53.97690582,Lecythidaceae,Eschweilera,Indet.,Bota,2,403,maho noir,FAUX,2008,01/01/2008,FAUX,VRAI,0,103.5,103.5,0
BAFOG,I,4,1,27,31548,5.487568855,-53.97696304,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2004,08/12/2003,VRAI,VRAI,0,61.59999847,61.59999847,0
BAFOG,I,4,1,27,31548,5.487568855,-53.97696304,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2008,01/01/2008,FAUX,VRAI,0,63.5,63.5,0
BAFOG,I,4,1,28,31549,5.487568378,-53.97695923,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2004,08/12/2003,VRAI,VRAI,0,54,54,0
BAFOG,I,4,1,28,31549,5.487568378,-53.97695923,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2008,01/01/2008,FAUX,VRAI,0,56,56,0
BAFOG,I,4,1,29,31550,5.487566948,-53.97696304,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2004,08/12/2003,VRAI,VRAI,0,31.39999962,31.39999962,0
BAFOG,I,4,1,29,31550,5.487566948,-53.97696304,Moraceae,Brosimum,Indet.,Bota,2,1084,siton paya,FAUX,2008,01/01/2008,FAUX,VRAI,0,33,33,0
BAFOG,I,4,1,31,31551,5.487606049,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,0,52.5,52.5,0
BAFOG,I,4,1,31,31551,5.487606049,-53.97691727,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,53,53,0
BAFOG,I,4,1,32,31552,5.487604141,-53.9769249,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,0,61.90000153,61.90000153,0
BAFOG,I,4,1,32,31552,5.487604141,-53.9769249,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,66.5,66.5,0
BAFOG,I,4,1,33,31553,5.487631321,-53.97688675,Euphorbiaceae,Croton,matourensis,Bota,3,1196,ingi udu,FAUX,2004,08/12/2003,VRAI,VRAI,0,134.5,134.5,0
BAFOG,I,4,1,33,31553,5.487631321,-53.97688675,Euphorbiaceae,Croton,matourensis,Bota,3,1196,ingi udu,FAUX,2008,01/01/2008,FAUX,FAUX,0,134.5,134.5,0
BAFOG,I,4,1,34,31554,5.487597466,-53.97698593,Lecythidaceae,Gustavia,hexapetala,Bota,3,602,man tapuhupa,FAUX,2004,08/12/2003,VRAI,VRAI,0,49,49,0
BAFOG,I,4,1,34,31554,5.487597466,-53.97698593,Lecythidaceae,Gustavia,hexapetala,Bota,3,602,man tapuhupa,FAUX,2008,01/01/2008,FAUX,VRAI,0,50,50,0
BAFOG,I,4,1,35,31555,5.487614632,-53.97696686,Lecythidaceae,Lecythis,Indet.,Bota,2,404,maho rouge,FAUX,2004,08/12/2003,VRAI,VRAI,0,52.5,52.5,0
BAFOG,I,4,1,35,31555,5.487614632,-53.97696686,Lecythidaceae,Lecythis,Indet.,Bota,2,404,maho rouge,FAUX,2008,01/01/2008,FAUX,VRAI,0,55,55,0
BAFOG,I,4,1,36,31556,5.487654209,-53.97689438,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2004,08/12/2003,VRAI,VRAI,0,97.09999847,97.09999847,0
BAFOG,I,4,1,36,31556,5.487654209,-53.97689438,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2008,01/01/2008,FAUX,FAUX,0,97.1,97.1,0
BAFOG,I,4,1,38,31557,5.487655163,-53.97686005,Melastomataceae,Miconia,Indet.,Bota,2,751,mesupu,FAUX,2004,08/12/2003,VRAI,VRAI,0,41.5,41.5,0
BAFOG,I,4,1,38,31557,5.487655163,-53.97686005,Melastomataceae,Miconia,Indet.,Bota,2,751,mesupu,FAUX,2008,01/01/2008,FAUX,VRAI,0,43,43,0
BAFOG,I,4,1,39,31558,5.487673283,-53.97682571,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2004,08/12/2003,VRAI,VRAI,0,90.5,90.5,0
BAFOG,I,4,1,39,31558,5.487673283,-53.97682571,Anacardiaceae,Tapirira,guianensis,Bota,3,1073,mombin blanc,FAUX,2008,01/01/2008,FAUX,VRAI,0,96,96,0
BAFOG,I,4,1,40,31559,5.487688541,-53.97681046,Myristicaceae,Virola,surinamensis,Bota,3,316,yayamadou marécage,VRAI,2004,08/12/2003,VRAI,VRAI,0,42.40000153,42.40000153,0
BAFOG,I,4,1,40,31559,5.487688541,-53.97681046,Myristicaceae,Virola,surinamensis,Bota,3,316,yayamadou marécage,VRAI,2008,01/01/2008,FAUX,VRAI,0,44.5,44.5,0
BAFOG,I,4,1,41,363840,5.487624168,-53.97679138,Arecaceae,Euterpe,oleracea,Bota,3,503,pinot,FAUX,2004,08/12/2003,VRAI,VRAI,0,15.7,15.7,0
BAFOG,I,4,1,41,363840,5.487624168,-53.97679138,Arecaceae,Euterpe,oleracea,Bota,3,503,pinot,FAUX,2008,01/01/2008,FAUX,VRAI,0,15.7,15.7,0
BAFOG,I,4,1,42,363841,5.487554073,-53.97679901,Arecaceae,Euterpe,oleracea,Bota,3,503,pinot,FAUX,2004,08/12/2003,VRAI,VRAI,0,15.7,15.7,0
BAFOG,I,4,1,42,363841,5.487554073,-53.97679901,Arecaceae,Euterpe,oleracea,Bota,3,503,pinot,FAUX,2008,01/01/2008,FAUX,VRAI,0,15.7,15.7,0
BAFOG,I,4,1,43,31560,5.487520218,-53.97682571,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2004,08/12/2003,VRAI,VRAI,0,100.5,100.5,0
BAFOG,I,4,1,43,31560,5.487520218,-53.97682571,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2008,01/01/2008,FAUX,VRAI,0,108,108,0
BAFOG,I,4,1,44,31561,5.48750782,-53.9768219,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2004,08/12/2003,VRAI,VRAI,0,107.4000015,107.4000015,0
BAFOG,I,4,1,44,31561,5.48750782,-53.9768219,Fabaceae,Abarema,jupunba var. jupunba,Bota,3,632,tamalin,FAUX,2008,01/01/2008,FAUX,VRAI,0,113,113,0
BAFOG,I,4,1,45,31562,5.487485886,-53.97681808,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2004,08/12/2003,VRAI,VRAI,0,37.09999847,37.09999847,0
BAFOG,I,4,1,45,31562,5.487485886,-53.97681808,Fabaceae,Eperua,Indet.,Bota,2,224,wapa,VRAI,2008,01/01/2008,FAUX,VRAI,0,39,39,0
BAFOG,I,4,1,46,31563,5.487508297,-53.97684479,Bignoniaceae,Tabebuia,Indet.,Bota,2,1167,ébéne blanche,FAUX,2004,08/12/2003,VRAI,VRAI,0,31.39999962,31.39999962,0
BAFOG,I,4,1,46,31563,5.487508297,-53.97684479,Bignoniaceae,Tabebuia,Indet.,Bota,2,1167,ébéne blanche,FAUX,2008,01/01/2008,FAUX,VRAI,0,33,33,0
